epoch,batch,d_loss,g_loss
2019-04-14 11:03:19,4,4485,-10.069560050964355,-7.391252517700195
2019-04-14 11:03:19,4,4490,-46.93445587158203,10.10465145111084
2019-04-14 11:03:20,4,4495,-13.913496017456055,16.36775779724121
2019-04-14 11:03:20,4,4500,-18.376224517822266,50.835174560546875
2019-04-14 11:03:20,4,4505,-59.759986877441406,110.563720703125
2019-04-14 11:03:21,4,4510,-45.79551696777344,105.72367858886719
2019-04-14 11:03:21,4,4515,-72.04476165771484,88.99456787109375
2019-04-14 11:03:22,4,4520,-62.080074310302734,82.11891174316406
2019-04-14 11:03:22,4,4525,-67.47257232666016,84.51095581054688
2019-04-14 11:03:22,4,4530,-19.377315521240234,46.32445526123047
2019-04-14 11:03:23,4,4535,14.556570053100586,41.91314697265625
2019-04-14 11:03:23,4,4540,-38.51750564575195,48.521549224853516
2019-04-14 11:03:24,4,4545,-71.85833740234375,78.95405578613281
2019-04-14 11:03:24,4,4550,7.076250076293945,56.202796936035156
2019-04-14 11:03:24,4,4555,-40.33502960205078,57.780555725097656
2019-04-14 11:03:25,4,4560,-44.48378372192383,19.558286666870117
2019-04-14 11:03:25,4,4565,-60.265281677246094,17.67736053466797
2019-04-14 11:03:26,4,4570,-42.46355438232422,-12.901863098144531
2019-04-14 11:03:26,4,4575,-20.44784164428711,-39.75354766845703
2019-04-14 11:03:26,4,4580,-60.3330078125,-30.437597274780273
2019-04-14 11:03:27,4,4585,-45.952335357666016,-21.902793884277344
2019-04-14 11:03:27,4,4590,-80.75221252441406,-32.14482879638672
2019-04-14 11:03:28,4,4595,-22.94820785522461,-59.51664733886719
2019-04-14 11:03:28,4,4600,-23.457374572753906,-62.624610900878906
2019-04-14 11:03:28,4,4605,-24.23104476928711,-21.109344482421875
2019-04-14 11:03:29,4,4610,-75.45127868652344,-8.549439430236816
2019-04-14 11:03:29,4,4615,-51.255733489990234,8.101587295532227
2019-04-14 11:03:30,4,4620,-72.31131744384766,-1.1652088165283203
2019-04-14 11:03:30,4,4625,-59.71952819824219,5.175060272216797
2019-04-14 11:03:30,4,4630,-86.3580093383789,10.22506332397461
2019-04-14 11:03:31,4,4635,-76.79856872558594,4.269498825073242
2019-04-14 11:03:31,4,4640,-25.89426040649414,-16.599082946777344
2019-04-14 11:03:32,4,4645,-115.89458465576172,-17.596187591552734
2019-04-14 11:03:32,4,4650,-51.765724182128906,-28.904191970825195
2019-04-14 11:03:32,4,4655,-54.28807067871094,-29.33173942565918
2019-04-14 11:03:33,4,4660,-40.73798370361328,-37.121917724609375
2019-04-14 11:03:33,4,4665,-31.685482025146484,1.0971641540527344
2019-04-14 11:03:34,4,4670,-54.14051818847656,23.27223014831543
2019-04-14 11:03:34,4,4675,-24.23147201538086,-3.8338427543640137
2019-04-14 11:03:34,4,4680,-34.38576126098633,2.2602667808532715
2019-04-14 11:03:35,4,4685,-32.170997619628906,18.154577255249023
2019-04-14 11:03:35,4,4690,-21.146913528442383,17.99559783935547
2019-04-14 11:03:36,4,4695,-12.71505355834961,-7.233392238616943
2019-04-14 11:03:36,4,4700,-42.9031982421875,11.310256958007812
2019-04-14 11:03:36,4,4705,-38.08888244628906,17.469308853149414
2019-04-14 11:03:37,4,4710,-37.36577606201172,24.809452056884766
2019-04-14 11:03:37,4,4715,-53.95431900024414,-7.152597427368164
2019-04-14 11:03:38,4,4720,-51.61970138549805,6.898960113525391
2019-04-14 11:03:38,4,4725,-64.19612121582031,7.735292434692383
2019-04-14 11:03:38,4,4730,-69.61360168457031,18.247074127197266
2019-04-14 11:03:39,4,4735,1.3132648468017578,-10.375864028930664
2019-04-14 11:03:39,4,4740,3.070507049560547,-22.2459716796875
2019-04-14 11:03:40,4,4745,-30.636615753173828,-5.277401924133301
2019-04-14 11:03:40,4,4750,-30.841346740722656,-5.782251358032227
2019-04-14 11:03:40,4,4755,-33.535301208496094,-13.61447811126709
2019-04-14 11:03:41,4,4760,-25.542556762695312,-13.47435188293457
2019-04-14 11:03:41,4,4765,-24.74146842956543,-10.87285041809082
2019-04-14 11:03:42,4,4770,-55.18829345703125,39.43938064575195
2019-04-14 11:03:42,4,4775,-76.56446075439453,23.533191680908203
2019-04-14 11:03:42,4,4780,44.24598693847656,-13.528585433959961
2019-04-14 11:03:43,4,4785,-36.72616195678711,29.95307159423828
2019-04-14 11:03:43,4,4790,-45.0511360168457,22.417953491210938
2019-04-14 11:03:44,4,4795,-62.352622985839844,11.499480247497559
2019-04-14 11:03:44,4,4800,-53.07278060913086,14.977367401123047
2019-04-14 11:03:44,4,4805,-19.162166595458984,11.92979907989502
2019-04-14 11:03:45,5,0,-47.998416900634766,4.719245910644531
2019-04-14 11:03:45,5,5,-46.575862884521484,5.374628067016602
2019-04-14 11:03:45,5,10,-0.05533599853515625,14.827165603637695
2019-04-14 11:03:46,5,15,-34.44261169433594,18.925172805786133
2019-04-14 11:03:46,5,20,-16.100658416748047,2.8141486644744873
2019-04-14 11:03:47,5,25,-33.798362731933594,-0.7795140743255615
2019-04-14 11:03:47,5,30,-47.252986907958984,13.524799346923828
2019-04-14 11:03:47,5,35,-29.684288024902344,-11.01439094543457
2019-04-14 11:03:48,5,40,-82.21654510498047,25.99810791015625
2019-04-14 11:03:48,5,45,-72.99760437011719,25.309045791625977
2019-04-14 11:03:49,5,50,-55.89683151245117,-45.63111877441406
2019-04-14 11:03:49,5,55,-59.072994232177734,-21.275794982910156
2019-04-14 11:03:49,5,60,-50.557899475097656,-8.93691635131836
2019-04-14 11:03:50,5,65,-73.07513427734375,-13.118514060974121
2019-04-14 11:03:50,5,70,-0.7426338195800781,-48.12162780761719
2019-04-14 11:03:51,5,75,-36.561866760253906,-17.767242431640625
2019-04-14 11:03:51,5,80,-42.43870544433594,-18.513408660888672
2019-04-14 11:03:51,5,85,-82.80693054199219,-7.241469383239746
2019-04-14 11:03:52,5,90,-9.274606704711914,7.9693403244018555
2019-04-14 11:03:52,5,95,-43.85784912109375,-3.9277515411376953
2019-04-14 11:03:53,5,100,-59.03258514404297,-35.05788040161133
2019-04-14 11:03:53,5,105,-72.8503189086914,-3.088045597076416
2019-04-14 11:03:53,5,110,-69.92063903808594,-39.271827697753906
2019-04-14 11:03:54,5,115,-83.88540649414062,-34.63041305541992
2019-04-14 11:03:54,5,120,-34.27900314331055,-40.205562591552734
2019-04-14 11:03:55,5,125,-87.75857543945312,-20.773906707763672
2019-04-14 11:03:55,5,130,-7.244135856628418,-23.42499542236328
2019-04-14 11:03:55,5,135,-30.56308937072754,-33.33894729614258
2019-04-14 11:03:56,5,140,-63.15696716308594,-16.874841690063477
2019-04-14 11:03:56,5,145,-105.82740020751953,-2.1490097045898438
2019-04-14 11:03:57,5,150,-108.04891204833984,61.3447265625
2019-04-14 11:03:57,5,155,-80.92764282226562,37.99879837036133
2019-04-14 11:03:57,5,160,-79.14472198486328,4.394574165344238
2019-04-14 11:03:58,5,165,-51.74053192138672,58.2711181640625
2019-04-14 11:03:58,5,170,-15.962610244750977,18.931110382080078
2019-04-14 11:03:59,5,175,-52.29667282104492,17.983882904052734
2019-04-14 11:03:59,5,180,-15.497058868408203,13.154431343078613
2019-04-14 11:03:59,5,185,-61.87995147705078,15.661605834960938
2019-04-14 11:04:00,5,190,-49.384620666503906,32.492034912109375
2019-04-14 11:04:00,5,195,-19.61867904663086,25.506244659423828
2019-04-14 11:04:01,5,200,-9.4254150390625,21.72905158996582
2019-04-14 11:04:01,5,205,-87.70719909667969,28.78594970703125
2019-04-14 11:04:01,5,210,-71.55890655517578,6.5715532302856445
2019-04-14 11:04:02,5,215,-22.871984481811523,-27.456710815429688
2019-04-14 11:04:02,5,220,-110.51286315917969,-9.981623649597168
2019-04-14 11:04:03,5,225,-19.39694595336914,-0.09611964225769043
2019-04-14 11:04:03,5,230,-35.92424774169922,-5.56086540222168
2019-04-14 11:04:03,5,235,-32.36268997192383,-11.41801929473877
2019-04-14 11:04:04,5,240,-57.154911041259766,-32.94825744628906
2019-04-14 11:04:04,5,245,-41.369239807128906,-19.496984481811523
2019-04-14 11:04:05,5,250,-103.96603393554688,33.671207427978516
2019-04-14 11:04:05,5,255,-39.55521011352539,-2.027179718017578
2019-04-14 11:04:05,5,260,-27.37828826904297,-0.8753175735473633
2019-04-14 11:04:06,5,265,-37.69856643676758,6.962425708770752
2019-04-14 11:04:06,5,270,-13.94266414642334,28.700870513916016
2019-04-14 11:04:07,5,275,-36.891441345214844,7.817112445831299
2019-04-14 11:04:07,5,280,-36.61632537841797,-27.52231216430664
2019-04-14 11:04:07,5,285,-13.357898712158203,-20.185930252075195
2019-04-14 11:04:08,5,290,-41.882354736328125,-7.854954242706299
2019-04-14 11:04:08,5,295,-34.45426940917969,-32.147457122802734
2019-04-14 11:04:09,5,300,-75.06361389160156,-12.88734245300293
2019-04-14 11:04:09,5,305,27.105802536010742,-27.207035064697266
2019-04-14 11:04:09,5,310,-110.88972473144531,-27.544225692749023
2019-04-14 11:04:10,5,315,-15.972850799560547,-33.36046600341797
2019-04-14 11:04:10,5,320,2.6664295196533203,-55.97833251953125
2019-04-14 11:04:11,5,325,-67.7311019897461,1.7751917839050293
2019-04-14 11:04:11,5,330,-38.37602233886719,5.80689811706543
2019-04-14 11:04:11,5,335,-31.85210418701172,-9.602734565734863
2019-04-14 11:04:12,5,340,-28.26947784423828,-65.13774871826172
2019-04-14 11:04:12,5,345,-24.97707748413086,-11.62584400177002
2019-04-14 11:04:13,5,350,-37.400638580322266,28.754169464111328
2019-04-14 11:04:13,5,355,-26.659873962402344,22.654277801513672
2019-04-14 11:04:13,5,360,-49.75050354003906,25.17466163635254
2019-04-14 11:04:14,5,365,-38.46226501464844,20.43344497680664
2019-04-14 11:04:14,5,370,-57.04144287109375,54.188072204589844
2019-04-14 11:04:15,5,375,-59.613014221191406,41.10768508911133
2019-04-14 11:04:15,5,380,-21.0728702545166,-21.900442123413086
2019-04-14 11:04:15,5,385,-57.883697509765625,6.449962139129639
2019-04-14 11:04:16,5,390,-34.05765151977539,6.406883239746094
2019-04-14 11:04:16,5,395,-59.00254821777344,48.434139251708984
2019-04-14 11:04:17,5,400,-64.14788055419922,14.296651840209961
2019-04-14 11:04:17,5,405,-48.92049026489258,21.66097068786621
2019-04-14 11:04:17,5,410,-54.918426513671875,35.269325256347656
2019-04-14 11:04:18,5,415,-111.66930389404297,57.97026824951172
2019-04-14 11:04:18,5,420,-49.715232849121094,44.59293746948242
2019-04-14 11:04:19,5,425,-65.97611999511719,32.641170501708984
2019-04-14 11:04:19,5,430,-32.08557891845703,-12.32485294342041
2019-04-14 11:04:19,5,435,-5.881914138793945,-8.942155838012695
2019-04-14 11:04:20,5,440,-68.82560729980469,60.56153106689453
2019-04-14 11:04:20,5,445,-49.57905197143555,61.71953201293945
2019-04-14 11:04:21,5,450,-34.483741760253906,43.059505462646484
2019-04-14 11:04:21,5,455,-27.06161880493164,36.87384033203125
2019-04-14 11:04:21,5,460,-64.05715942382812,39.8068962097168
2019-04-14 11:04:22,5,465,-46.643226623535156,23.689964294433594
2019-04-14 11:04:22,5,470,-25.152040481567383,-34.635833740234375
2019-04-14 11:04:23,5,475,-40.491573333740234,-18.72477912902832
2019-04-14 11:04:23,5,480,-29.741647720336914,-19.642318725585938
2019-04-14 11:04:23,5,485,-49.57545852661133,7.658747673034668
2019-04-14 11:04:24,5,490,-37.62248229980469,-4.432298183441162
2019-04-14 11:04:24,5,495,-61.7099609375,73.44773864746094
2019-04-14 11:04:25,5,500,11.32942008972168,-17.761566162109375
2019-04-14 11:04:25,5,505,-132.64151000976562,66.23461151123047
2019-04-14 11:04:25,5,510,-83.18512725830078,32.8801383972168
2019-04-14 11:04:26,5,515,4.297234535217285,8.66472339630127
2019-04-14 11:04:26,5,520,-5.473398208618164,1.4985361099243164
2019-04-14 11:04:27,5,525,-37.84899139404297,23.433956146240234
2019-04-14 11:04:27,5,530,-4.023853302001953,27.992130279541016
2019-04-14 11:04:27,5,535,-48.1331787109375,16.172725677490234
2019-04-14 11:04:28,5,540,-31.170639038085938,-14.042877197265625
2019-04-14 11:04:28,5,545,-33.75516891479492,-13.047510147094727
2019-04-14 11:04:29,5,550,-46.04472351074219,-40.651405334472656
2019-04-14 11:04:29,5,555,-13.78863525390625,0.33751964569091797
2019-04-14 11:04:29,5,560,-29.950027465820312,-7.466888427734375
2019-04-14 11:04:30,5,565,-39.324459075927734,-15.444525718688965
2019-04-14 11:04:30,5,570,-20.931745529174805,-50.45966339111328
2019-04-14 11:04:31,5,575,-36.044776916503906,-32.58039093017578
2019-04-14 11:04:31,5,580,-52.679443359375,-9.5604887008667
2019-04-14 11:04:31,5,585,-31.07117462158203,-8.232646942138672
2019-04-14 11:04:32,5,590,-83.79833984375,26.34748649597168
2019-04-14 11:04:32,5,595,-72.4298095703125,33.577117919921875
2019-04-14 11:04:33,5,600,7.85137939453125,4.69764518737793
2019-04-14 11:04:33,5,605,-79.54008483886719,14.292951583862305
2019-04-14 11:04:33,5,610,-56.676822662353516,-1.5243654251098633
2019-04-14 11:04:34,5,615,-55.09237289428711,12.282233238220215
2019-04-14 11:04:34,5,620,-47.730133056640625,7.40716552734375
2019-04-14 11:04:35,5,625,-38.84138488769531,-20.796232223510742
2019-04-14 11:04:35,5,630,-62.41773223876953,-0.013522624969482422
2019-04-14 11:04:35,5,635,-28.90302085876465,1.3040261268615723
2019-04-14 11:04:36,5,640,-43.93559265136719,2.148047924041748
2019-04-14 11:04:36,5,645,-1.9340429306030273,-0.3764820098876953
2019-04-14 11:04:37,5,650,-12.877384185791016,0.9966068267822266
2019-04-14 11:04:37,5,655,-68.22032165527344,5.584536552429199
2019-04-14 11:04:37,5,660,-50.81140899658203,30.644298553466797
2019-04-14 11:04:38,5,665,24.00426483154297,13.232680320739746
2019-04-14 11:04:38,5,670,-10.348875045776367,13.74740219116211
2019-04-14 11:04:39,5,675,-50.26182556152344,3.0626626014709473
2019-04-14 11:04:39,5,680,-39.730804443359375,22.266149520874023
2019-04-14 11:04:39,5,685,-46.685943603515625,-14.660748481750488
2019-04-14 11:04:40,5,690,-44.91659927368164,-7.873990535736084
2019-04-14 11:04:40,5,695,-45.349117279052734,-0.34395694732666016
2019-04-14 11:04:41,5,700,-45.877159118652344,-25.125816345214844
2019-04-14 11:04:41,5,705,-106.5096206665039,-55.891578674316406
2019-04-14 11:04:41,5,710,-32.654075622558594,-56.796844482421875
2019-04-14 11:04:42,5,715,-45.58497619628906,-37.58905029296875
2019-04-14 11:04:42,5,720,-54.87636947631836,-55.12352752685547
2019-04-14 11:04:43,5,725,-32.3701286315918,-78.48486328125
2019-04-14 11:04:43,5,730,-35.18510055541992,-54.07669448852539
2019-04-14 11:04:43,5,735,-37.959171295166016,-6.472311019897461
2019-04-14 11:04:44,5,740,-9.821989059448242,-39.50954818725586
2019-04-14 11:04:44,5,745,-113.755126953125,25.876911163330078
2019-04-14 11:04:45,5,750,-36.369441986083984,-20.57241439819336
2019-04-14 11:04:45,5,755,-101.34882354736328,24.62191390991211
2019-04-14 11:04:45,5,760,-49.56321334838867,-15.550458908081055
2019-04-14 11:04:46,5,765,-35.64378356933594,9.746337890625
2019-04-14 11:04:46,5,770,-42.970733642578125,21.95096206665039
2019-04-14 11:04:47,5,775,0.8975601196289062,-7.60597038269043
2019-04-14 11:04:47,5,780,-56.894126892089844,25.597576141357422
2019-04-14 11:04:47,5,785,-83.10196685791016,26.769786834716797
2019-04-14 11:04:48,5,790,-34.36676788330078,27.899852752685547
2019-04-14 11:04:48,5,795,-60.930145263671875,22.352951049804688
2019-04-14 11:04:49,5,800,-34.51213073730469,37.67823028564453
2019-04-14 11:04:49,5,805,-29.07478141784668,35.63726806640625
2019-04-14 11:04:49,5,810,-37.88262176513672,-1.956282138824463
2019-04-14 11:04:50,5,815,-44.635398864746094,-3.2965235710144043
2019-04-14 11:04:50,5,820,-48.14141845703125,-5.430570602416992
2019-04-14 11:04:51,5,825,-41.17108154296875,16.599468231201172
2019-04-14 11:04:51,5,830,-65.7559814453125,7.1996588706970215
2019-04-14 11:04:51,5,835,-80.98416900634766,35.050384521484375
2019-04-14 11:04:52,5,840,-42.756553649902344,85.69139099121094
2019-04-14 11:04:52,5,845,-54.24284362792969,74.99425506591797
2019-04-14 11:04:53,5,850,-22.463415145874023,7.7836012840271
2019-04-14 11:04:53,5,855,-35.05046463012695,-3.9223804473876953
2019-04-14 11:04:53,5,860,-50.66558074951172,-10.846047401428223
2019-04-14 11:04:54,5,865,-57.905540466308594,-11.280173301696777
2019-04-14 11:04:54,5,870,-68.23419189453125,-9.193609237670898
2019-04-14 11:04:55,5,875,-18.08352279663086,6.655298233032227
2019-04-14 11:04:55,5,880,-80.10496520996094,18.365550994873047
2019-04-14 11:04:55,5,885,-95.44669342041016,24.289335250854492
2019-04-14 11:04:56,5,890,-31.450366973876953,27.272859573364258
2019-04-14 11:04:56,5,895,-41.35954284667969,25.600597381591797
2019-04-14 11:04:57,5,900,-88.41326904296875,19.536754608154297
2019-04-14 11:04:57,5,905,-105.85619354248047,37.31996154785156
2019-04-14 11:04:57,5,910,-70.39561462402344,-15.057724952697754
2019-04-14 11:04:58,5,915,-59.06586456298828,-0.8660054206848145
2019-04-14 11:04:58,5,920,-42.5404052734375,3.4977478981018066
2019-04-14 11:04:59,5,925,-62.124610900878906,-3.4439353942871094
2019-04-14 11:04:59,5,930,-48.25635528564453,-4.664533615112305
2019-04-14 11:04:59,5,935,-80.0838623046875,-1.2506260871887207
2019-04-14 11:05:00,5,940,-14.20212173461914,-17.35135269165039
2019-04-14 11:05:00,5,945,-54.33270263671875,-9.17886734008789
2019-04-14 11:05:01,5,950,-89.05058288574219,64.42655181884766
2019-04-14 11:05:01,5,955,-49.35391616821289,48.29352951049805
2019-04-14 11:05:01,5,960,-49.24598693847656,32.78966522216797
2019-04-14 11:05:02,5,965,0.6362380981445312,-16.793338775634766
2019-04-14 11:05:02,5,970,-40.299598693847656,-10.165715217590332
2019-04-14 11:05:03,5,975,-26.9993896484375,-72.22393798828125
2019-04-14 11:05:03,5,980,-18.152206420898438,-9.591080665588379
2019-04-14 11:05:03,5,985,-42.83297348022461,-23.505918502807617
2019-04-14 11:05:04,5,990,-19.88604164123535,-35.42469024658203
2019-04-14 11:05:04,5,995,-63.97327423095703,-28.132753372192383
2019-04-14 11:05:05,5,1000,-52.53407287597656,-32.343353271484375
2019-04-14 11:05:05,5,1005,-101.79651641845703,-18.78538703918457
2019-04-14 11:05:05,5,1010,-92.37068176269531,9.092560768127441
2019-04-14 11:05:06,5,1015,-18.024703979492188,-31.937816619873047
2019-04-14 11:05:06,5,1020,-43.44640350341797,-6.152273178100586
2019-04-14 11:05:07,5,1025,-25.774494171142578,10.821327209472656
2019-04-14 11:05:07,5,1030,-14.214954376220703,-0.19635820388793945
2019-04-14 11:05:07,5,1035,-62.41227722167969,1.1480355262756348
2019-04-14 11:05:08,5,1040,-43.93187713623047,17.64398193359375
2019-04-14 11:05:08,5,1045,-59.04159164428711,16.155851364135742
2019-04-14 11:05:09,5,1050,-18.093280792236328,2.1644039154052734
2019-04-14 11:05:09,5,1055,-54.766456604003906,-0.7560157775878906
2019-04-14 11:05:09,5,1060,-14.664058685302734,-28.415468215942383
2019-04-14 11:05:10,5,1065,-65.21742248535156,-33.14109802246094
2019-04-14 11:05:10,5,1070,-45.70348358154297,-29.838891983032227
2019-04-14 11:05:11,5,1075,-52.8078498840332,-26.510906219482422
2019-04-14 11:05:11,5,1080,-92.09577941894531,25.745830535888672
2019-04-14 11:05:11,5,1085,-39.092044830322266,17.35756492614746
2019-04-14 11:05:12,5,1090,-61.333797454833984,-8.789525032043457
2019-04-14 11:05:12,5,1095,-58.25395965576172,5.636476516723633
2019-04-14 11:05:13,5,1100,-36.20465087890625,-21.459407806396484
2019-04-14 11:05:13,5,1105,-86.49653625488281,-20.991384506225586
2019-04-14 11:05:13,5,1110,-23.411415100097656,-32.35556411743164
2019-04-14 11:05:14,5,1115,-41.89016342163086,-30.8973331451416
2019-04-14 11:05:14,5,1120,-15.061545372009277,-34.00543212890625
2019-04-14 11:05:15,5,1125,-19.1737060546875,-2.136263608932495
2019-04-14 11:05:15,5,1130,-33.14745330810547,-2.487847328186035
2019-04-14 11:05:15,5,1135,-44.99281311035156,17.037738800048828
2019-04-14 11:05:16,5,1140,-48.616485595703125,10.188779830932617
2019-04-14 11:05:16,5,1145,-14.484428405761719,-13.448678970336914
2019-04-14 11:05:17,5,1150,-24.724483489990234,5.2944488525390625
2019-04-14 11:05:17,5,1155,-58.49304962158203,16.239227294921875
2019-04-14 11:05:17,5,1160,-80.65232849121094,43.190765380859375
2019-04-14 11:05:18,5,1165,-75.64111328125,-10.75408935546875
2019-04-14 11:05:18,5,1170,-74.49173736572266,-28.25876235961914
2019-04-14 11:05:19,5,1175,-63.15927505493164,-44.52827072143555
2019-04-14 11:05:19,5,1180,-60.28697204589844,-35.23585891723633
2019-04-14 11:05:19,5,1185,-28.06529998779297,-30.61216926574707
2019-04-14 11:05:20,5,1190,-50.868778228759766,9.522052764892578
2019-04-14 11:05:20,5,1195,-61.193267822265625,-1.4204673767089844
2019-04-14 11:05:21,5,1200,-51.41763687133789,19.11341094970703
2019-04-14 11:05:21,5,1205,-20.935550689697266,-5.270089626312256
2019-04-14 11:05:21,5,1210,-47.024627685546875,-14.395641326904297
2019-04-14 11:05:22,5,1215,-26.371797561645508,13.35049819946289
2019-04-14 11:05:22,5,1220,-68.43669128417969,4.950323104858398
2019-04-14 11:05:23,5,1225,-32.93256759643555,18.276700973510742
2019-04-14 11:05:23,5,1230,-66.17327117919922,15.26479721069336
2019-04-14 11:05:23,5,1235,-83.50344848632812,6.339200019836426
2019-04-14 11:05:24,5,1240,-35.571388244628906,19.754234313964844
2019-04-14 11:05:24,5,1245,-86.96383666992188,29.232385635375977
2019-04-14 11:05:25,5,1250,-27.68269157409668,2.2189292907714844
2019-04-14 11:05:25,5,1255,-46.79145050048828,3.862274169921875
2019-04-14 11:05:25,5,1260,-75.92945098876953,-24.162397384643555
2019-04-14 11:05:26,5,1265,-33.75597381591797,-11.439332962036133
2019-04-14 11:05:26,5,1270,-11.898143768310547,-62.10223388671875
2019-04-14 11:05:27,5,1275,-91.79801940917969,-21.00886344909668
2019-04-14 11:05:27,5,1280,-64.23873901367188,-23.535079956054688
2019-04-14 11:05:27,5,1285,-46.46295928955078,-52.57626724243164
2019-04-14 11:05:28,5,1290,-69.78889465332031,-35.61609649658203
2019-04-14 11:05:28,5,1295,-69.48883056640625,-20.428016662597656
2019-04-14 11:05:29,5,1300,-23.417694091796875,-5.945132732391357
2019-04-14 11:05:29,5,1305,-56.4932975769043,11.45627212524414
2019-04-14 11:05:29,5,1310,-60.8782958984375,24.799835205078125
2019-04-14 11:05:30,5,1315,-46.97711944580078,0.012986421585083008
2019-04-14 11:05:30,5,1320,-34.16218566894531,-22.840974807739258
2019-04-14 11:05:31,5,1325,-29.85393524169922,33.014068603515625
2019-04-14 11:05:31,5,1330,-52.68611526489258,37.95318603515625
2019-04-14 11:05:31,5,1335,-56.871612548828125,20.623584747314453
2019-04-14 11:05:32,5,1340,-46.41387939453125,35.23318099975586
2019-04-14 11:05:32,5,1345,-14.990070343017578,17.62495231628418
2019-04-14 11:05:33,5,1350,-86.30049133300781,30.815536499023438
2019-04-14 11:05:33,5,1355,-29.31724739074707,24.898664474487305
2019-04-14 11:05:33,5,1360,-50.48181915283203,33.6717529296875
2019-04-14 11:05:34,5,1365,-53.35026931762695,27.814268112182617
2019-04-14 11:05:34,5,1370,-3.3902511596679688,39.59217071533203
2019-04-14 11:05:35,5,1375,-30.230915069580078,27.25113868713379
2019-04-14 11:05:35,5,1380,-23.511497497558594,21.9527645111084
2019-04-14 11:05:35,5,1385,-38.328880310058594,33.72916793823242
2019-04-14 11:05:36,5,1390,-41.971046447753906,9.578742980957031
2019-04-14 11:05:36,5,1395,-43.622291564941406,0.985769510269165
2019-04-14 11:05:37,5,1400,-22.903690338134766,-5.002170562744141
2019-04-14 11:05:37,5,1405,-44.42259979248047,29.755661010742188
2019-04-14 11:05:37,5,1410,-71.39401245117188,39.71772003173828
2019-04-14 11:05:38,5,1415,-51.037315368652344,25.873126983642578
2019-04-14 11:05:38,5,1420,-76.87918090820312,33.040435791015625
2019-04-14 11:05:39,5,1425,-14.413251876831055,25.35860252380371
2019-04-14 11:05:39,5,1430,-30.39229965209961,16.137744903564453
2019-04-14 11:05:39,5,1435,-59.542789459228516,0.9412961006164551
2019-04-14 11:05:40,5,1440,-55.37931442260742,-15.292285919189453
2019-04-14 11:05:40,5,1445,-42.40165328979492,10.703275680541992
2019-04-14 11:05:41,5,1450,-46.32424545288086,20.990829467773438
2019-04-14 11:05:41,5,1455,-51.806556701660156,14.761760711669922
2019-04-14 11:05:41,5,1460,-69.69820404052734,5.06845760345459
2019-04-14 11:05:42,5,1465,-31.444456100463867,-1.860361099243164
2019-04-14 11:05:42,5,1470,-46.52872085571289,-1.304457187652588
2019-04-14 11:05:43,5,1475,-46.84214401245117,1.7232756614685059
2019-04-14 11:05:43,5,1480,-55.1773796081543,11.05700969696045
2019-04-14 11:05:43,5,1485,-70.55233764648438,16.765384674072266
2019-04-14 11:05:44,5,1490,-81.94789123535156,40.28807830810547
2019-04-14 11:05:44,5,1495,-43.72490310668945,14.987564086914062
2019-04-14 11:05:45,5,1500,-8.584941864013672,9.467787742614746
2019-04-14 11:05:45,5,1505,-41.484153747558594,25.07108497619629
2019-04-14 11:05:45,5,1510,-85.24317932128906,19.58386993408203
2019-04-14 11:05:46,5,1515,-1.4002437591552734,17.300636291503906
2019-04-14 11:05:46,5,1520,-26.806751251220703,28.247652053833008
2019-04-14 11:05:47,5,1525,36.340431213378906,-29.959148406982422
2019-04-14 11:05:47,5,1530,-61.832645416259766,52.8006591796875
2019-04-14 11:05:47,5,1535,-45.679588317871094,17.619340896606445
2019-04-14 11:05:48,5,1540,-29.598787307739258,-18.837324142456055
2019-04-14 11:05:48,5,1545,-4.8633270263671875,1.877995491027832
2019-04-14 11:05:49,5,1550,-53.00743865966797,-9.05336856842041
2019-04-14 11:05:49,5,1555,-69.06592559814453,-31.240520477294922
2019-04-14 11:05:49,5,1560,-72.10951232910156,-27.953105926513672
2019-04-14 11:05:50,5,1565,-35.74835968017578,-6.558218955993652
2019-04-14 11:05:50,5,1570,-27.28424835205078,-14.324714660644531
2019-04-14 11:05:51,5,1575,-51.79190444946289,-4.4978179931640625
2019-04-14 11:05:51,5,1580,-62.619346618652344,19.121997833251953
2019-04-14 11:05:51,5,1585,-56.21197509765625,10.979572296142578
2019-04-14 11:05:52,5,1590,-54.032928466796875,7.715256214141846
2019-04-14 11:05:52,5,1595,-51.18257141113281,-17.0622501373291
2019-04-14 11:05:53,5,1600,-42.57841491699219,-12.572322845458984
2019-04-14 11:05:53,5,1605,-41.48480224609375,2.8983802795410156
2019-04-14 11:05:53,5,1610,-58.23262023925781,-2.15537166595459
2019-04-14 11:05:54,5,1615,-36.40629959106445,-2.4611921310424805
2019-04-14 11:05:54,5,1620,-46.7724494934082,-2.2640933990478516
2019-04-14 11:05:55,5,1625,-53.82429504394531,4.569433212280273
2019-04-14 11:05:55,5,1630,-10.99803352355957,-2.269932746887207
2019-04-14 11:05:55,5,1635,-48.77924346923828,0.03421497344970703
2019-04-14 11:05:56,5,1640,-68.87104797363281,17.61074447631836
2019-04-14 11:05:56,5,1645,-39.04438018798828,2.3998022079467773
2019-04-14 11:05:57,5,1650,-33.325950622558594,-7.6908650398254395
2019-04-14 11:05:57,5,1655,-49.540321350097656,0.04691028594970703
2019-04-14 11:05:57,5,1660,-26.1917724609375,-13.095785140991211
2019-04-14 11:05:58,5,1665,-20.27572250366211,-13.236929893493652
